,known,profiles,retrofit,BOW
0,10000,0.682645789193415,0.6829856901689307,0.6817733766895911
1,10000,0.6811842149986971,0.6817393865920395,0.6852516966723694
2,10000,0.6817053964944879,0.6823285482829335,0.6858635184282978
3,10000,0.6821699278276928,0.683053670364034,0.6821019476325897
4,10000,0.6816260862668676,0.6821246076976241,0.6845605646888206
5,10000,0.6790428388529475,0.6799379114218058,0.6818300268521771
6,10000,0.680651703470389,0.6815581060717645,0.6816147562343504
7,10000,0.6818073667871427,0.6830650003965512,0.6795526903162212
8,10000,0.6808556440556984,0.6814448057465925,0.6802098322022184
9,10000,0.6821019476325897,0.6826231291283806,0.6791674692106366
10,10000,0.681592096169316,0.6820792875675553,0.6801758421046669
11,10000,0.6819319971448318,0.6825664789657946,0.6806856935679405
12,10000,0.6835975119248592,0.6847645052741301,0.6849684458594396
13,10000,0.6815807661367989,0.6823398783154507,0.6871438121027408
14,10000,0.6820339674374866,0.6826231291283806,0.6786122976172941
15,10000,0.6800512117469777,0.6805157430801826,0.6778078653085734
16,10000,0.6790654989179818,0.6800058916169089,0.6805610632102514
17,10000,0.6793147596333602,0.6803118024948731,0.6813088453563861
18,10000,0.6798246110966338,0.6803797826899763,0.6783743669344331
19,10000,0.6816147562343504,0.6819546572098661,0.6823058882178992
20,10000,0.6824984987706915,0.6828157396811729,0.680187172137184
21,10000,0.6793487497309117,0.6799265813892886,0.6799945615843918
22,10000,0.6803344625599076,0.6815581060717645,0.6819319971448318
23,10000,0.6808669740882156,0.6811502249011455,0.6850817461846116
24,10000,0.6805384031452171,0.6813654955189722,0.6829177099738276
25,10000,0.6803004724623559,0.6814221456815581,0.6789408685602928
26,10000,0.6795300302511869,0.6804930830151482,0.6811842149986971
27,10000,0.6805270731126999,0.6815807661367989,0.6810822447060423
28,10000,0.6807876638605953,0.6812748552588346,0.6795073701861525
29,10000,0.6803457925924248,0.6817393865920395,0.6805270731126999
30,10000,0.6817167265270051,0.6828157396811729,0.6833709112745153
31,10000,0.6791787992431538,0.6800058916169089,0.6850137659895084
32,10000,0.6803911127224935,0.681002934478422,0.6822718981203476
33,10000,0.6790201787879131,0.6797226408039792,0.6766295419267854
34,10000,0.6818073667871427,0.6826004690633463,0.6827364294535525
35,10000,0.678600967584777,0.6794393899910492,0.6787142679099489
36,10000,0.6808103239256297,0.6810255945434563,0.6825891390308291
37,10000,0.6784989972921223,0.6794167299260149,0.6833935713395497
38,10000,0.680187172137184,0.6812068750637315,0.681354165486455
39,10000,0.6807423437305266,0.6811388948686282,0.6776379148208156
40,10000,0.6803231325273904,0.6810595846410079,0.6804477628850795
41,10000,0.6797792909665651,0.6806743635354233,0.6789975187228787
42,10000,0.6800852018445293,0.6808669740882156,0.6797792909665651
43,10000,0.6794393899910492,0.6800285516819433,0.6786462877148457
44,10000,0.6821132776651069,0.6831216505591371,0.6816714063969364
45,10000,0.6827704195511041,0.6836654921199624,0.686633960639467
46,10000,0.6795300302511869,0.6798812612592198,0.6805384031452171
47,10000,0.67959801044629,0.6805497331777343,0.6807083536329749
48,10000,0.6809802744133876,0.6818526869172115,0.6762896409512695
49,10000,0.6794620500560836,0.6801418520071153,0.6792581094707741
50,10000,0.6791561391781195,0.6799152513567714,0.6846851950465098
51,10000,0.6799039213242541,0.6806856935679405,0.6800965318770464
52,10000,0.6816940664619707,0.682645789193415,0.6812635252263174
53,10000,0.6807650037955609,0.681648746331902,0.6782384065442267
54,10000,0.6799605714868402,0.6806177133728374,0.6827364294535525
55,10000,0.6797792909665651,0.680832983990664,0.6771733834876106
56,10000,0.6773320039428513,0.6788842183977069,0.6794053998934977
57,10000,0.6821019476325897,0.6826231291283806,0.6843226340059596
58,10000,0.6829177099738276,0.6835408617622732,0.6829290400063448
59,10000,0.6804590929175967,0.6808783041207328,0.6832689409818606
60,10000,0.6804024427550107,0.6811049047710767,0.6781477662840892
61,10000,0.6811615549336627,0.6818753469822458,0.6805044130476654
62,10000,0.6794280599585321,0.6804251028200451,0.687279772492947
63,10000,0.6806743635354233,0.6815807661367989,0.6833709112745153
64,10000,0.6801078619095636,0.6810142645109392,0.6840733732905814
65,10000,0.681592096169316,0.6826344591608978,0.6764595914390275
66,10000,0.6826797792909666,0.6834388914696186,0.6792694395032913
67,10000,0.6806177133728374,0.6817167265270051,0.6767088521544057
68,10000,0.6783290468043643,0.6793147596333602,0.6799039213242541
69,10000,0.6799945615843918,0.6810822447060423,0.6824871687381743
70,10000,0.6820679575350381,0.6830083502339652,0.6766295419267854
71,10000,0.6799152513567714,0.6809009641857672,0.6796773206739103
72,10000,0.6806177133728374,0.6812521951938002,0.681648746331902
73,10000,0.6788275682351208,0.6793600797634289,0.6819206671123146
74,10000,0.6799719015193574,0.6807650037955609,0.6793940698609805
75,10000,0.6836201719898937,0.6842999739409252,0.6799039213242541
76,10000,0.6815241159742128,0.6823738684130023,0.6771167333250246
77,10000,0.6775699346257124,0.6783517068693987,0.6819886473074178
78,10000,0.6838581026727547,0.6840053930954781,0.6813654955189722
79,10000,0.6818300268521771,0.6825551489332774,0.6849457857944052
80,10000,0.6812521951938002,0.6820339674374866,0.6816260862668676
81,10000,0.6826571192259322,0.6833029310794122,0.6829063799413104
82,10000,0.6774226442029888,0.6779664857638141,0.6841413534856845
83,10000,0.681354165486455,0.6818186968196599,0.6808669740882156
84,10000,0.6806856935679405,0.6813768255514894,0.6786236276498113
85,10000,0.682294558185382,0.6828950499087932,0.6782044164466752
86,10000,0.6810482546084907,0.6813881555840066,0.6769354528047495
87,10000,0.6819319971448318,0.6829856901689307,0.6802324922672528
88,10000,0.6808443140231812,0.6810822447060423,0.6782497365767439
89,10000,0.6806856935679405,0.681354165486455,0.6841640135507189
90,10000,0.6804704229501138,0.681592096169316,0.684345294070994
91,10000,0.6811049047710767,0.6819546572098661,0.6818413568846943
92,10000,0.6799039213242541,0.6809122942182844,0.6819773172749006
93,10000,0.679835941129151,0.6806177133728374,0.6796773206739103
94,10000,0.6799265813892886,0.6807423437305266,0.681002934478422
95,10000,0.6807763338280781,0.6813881555840066,0.6814561357791097
96,10000,0.6817393865920395,0.6822605680878304,0.6848438155017504
97,10000,0.6802551523322872,0.6815127859416956,0.6775586045931952
98,10000,0.6787255979424661,0.6796886507064275,0.6791448091456023
99,10000,0.6821246076976241,0.6827364294535525,0.6811615549336627
