,known,profiles,retrofit,BOW
0,8000,0.3084388606374846,0.30899280974064103,0.2933714450316305
1,8000,0.3093916530949136,0.31015610285726947,0.29944272720222465
2,8000,0.30610119542216463,0.30666622350738415,0.2970607460586521
3,8000,0.3083945447092321,0.30966862764649183,0.29672837659675827
4,8000,0.30666622350738415,0.3073974363235506,0.29738203653848283
5,8000,0.31041091944472143,0.31086515770930967,0.29662866575819014
6,8000,0.30730880446704556,0.3077519637495707,0.2947452388074584
7,8000,0.3065111177585004,0.30703182991546735,0.2951773191079204
8,8000,0.3071869356643512,0.30805109626527516,0.2957423471931399
9,8000,0.3082172809962221,0.3088266250096941,0.3015920497224715
10,8000,0.3073974363235506,0.30777412171369695,0.29943164822016155
11,8000,0.3097794174671231,0.3103555245344058,0.29782519582100797
12,8000,0.30955783782586055,0.31065465705011025,0.2986782774398688
13,8000,0.3086382823146209,0.3095024429155449,0.30293260655211
14,8000,0.3107876048348678,0.3115742125613499,0.29362626161908245
15,8000,0.31020041878552196,0.3107543678886784,0.2991325157044571
16,8000,0.3053699826059982,0.30613443236835397,0.2976368531259348
17,8000,0.30856072944017904,0.309247626328093,0.2979913805519549
18,8000,0.3084610186016109,0.30930302123840864,0.29573126821107676
19,8000,0.31062142010392085,0.3110424214223197,0.3004176776237799
20,8000,0.3084610186016109,0.30909252057920916,0.29568695228282427
21,8000,0.3104663143550371,0.3111864481891404,0.2954210567133092
22,8000,0.3084610186016109,0.3093916530949136,0.29893309402732077
23,8000,0.31015610285726947,0.3108873156734359,0.29844561881654313
24,8000,0.3118844240591174,0.3126710317855995,0.2997750966641185
25,8000,0.30926978429221924,0.30991236525188065,0.29433531647112265
26,8000,0.30407374170461215,0.30477171757458926,0.2989884889376364
27,8000,0.30805109626527516,0.3086161243504947,0.29074572628266915
28,8000,0.3102779716599639,0.3113193959738979,0.3007611260677369
29,8000,0.31012286591108007,0.31076544687074154,0.29851209270892193
30,8000,0.3098237333953756,0.31044415639091083,0.29465660695095336
31,8000,0.3057466679961445,0.30631169608136405,0.30172499750722903
32,8000,0.307087224825783,0.3079292274625807,0.2970053511483365
33,8000,0.30816188608590644,0.30909252057920916,0.2990660418120783
34,8000,0.3076854898571919,0.3086825982428734,0.2954210567133092
35,8000,0.30692104009483606,0.30760793698275,0.29659542881200074
36,8000,0.30791814848051763,0.30872691417112597,0.30296584349829936
37,8000,0.30920331039984045,0.309679706628555,0.2982683551035331
38,8000,0.3096132327361762,0.3103222875882164,0.29422452665049137
39,8000,0.3085053345298634,0.3092254683639667,0.29939841127397215
40,8000,0.31094271058375156,0.3115298966330973,0.2977476429465661
