,known,profiles,retrofit,BOW
0,8000,0.30980157543124937,0.3229744851043086,0.30082759996011565
1,8000,0.31042199842678453,0.32554480894295434,0.2967172976146952
2,8000,0.3103222875882164,0.32219895635988965,0.29727124671785154
3,8000,0.30788491153432823,0.3249576228936085,0.2973266416281672
4,8000,0.3093916530949136,0.3259658102613532,0.2962962962962963
5,8000,0.30991236525188065,0.3245698585213991,0.299819412592371
6,8000,0.31177363423848614,0.32544509810438615,0.29912143672239394
7,8000,0.30883770399175725,0.32294124815811925,0.30113781145788326
8,8000,0.3059460896732808,0.3230741959428768,0.30053954642647435
9,8000,0.31161852848960236,0.3248911490012298,0.30135939109914583
10,8000,0.3099234442339438,0.32345088133302313,0.29936517432778276
11,8000,0.306477880812311,0.3252124394810605,0.29359302467289305
12,8000,0.30912575752539856,0.3249354649294823,0.3004509145699693
13,8000,0.3106768150142365,0.3267524179878353,0.29773656396450293
14,8000,0.3087158351890628,0.32415993618506334,0.301115653493757
15,8000,0.3087823090814416,0.32195521875450084,0.2963295332424857
16,8000,0.3077852006957601,0.32335117049445494,0.3032982129601932
17,8000,0.310809762798994,0.32329577558413936,0.2943907113814383
18,8000,0.3098237333953756,0.32432612091601026,0.2978141168389448
19,8000,0.30737527835942435,0.3252789133734392,0.30153665481215586
20,8000,0.30748606818005564,0.32449230564695714,0.29702750911246273
21,8000,0.3077630427316338,0.3247028063061566,0.29627413833217003
22,8000,0.30872691417112597,0.32461417444965157,0.3009162318166207
23,8000,0.3104330774088477,0.3249354649294823,0.29872259336812135
24,8000,0.309336258184598,0.3230852749249399,0.295664794318698
25,8000,0.30806217524733825,0.3218333499518064,0.29889985708113137
26,8000,0.3075857790186238,0.32380540875904323,0.2972158518075359
27,8000,0.3081508071038433,0.322398378037026,0.29989696546681294
28,8000,0.30934733716666113,0.3246806483420303,0.29986372852062354
29,8000,0.3121724775927588,0.32860260799237767,0.300251492892833
30,8000,0.3069321190768992,0.3233179335482656,0.2952548719823623
